5.367383642733533078e-01,5.250451639662799819e-01,6.083858151680887616e-03,5.533841385694108217e-01,8.522275446648419628e-01,1.515815918390162054e-01
9.519462062341664810e-01,4.982287161763229166e-01,8.334777826593164907e-02,9.683513025583677658e-01,4.858445804689086600e-01,4.799092282132988441e-01
1.277737154115327067e-01,7.769690487250642263e-01,6.738928795172074437e-01,3.584104743459048947e-03,4.991884647422237808e-01,2.768692296690727916e-01
9.467579819480542724e-03,7.423908896311389727e-01,4.554950228852180372e-01,3.100040542585911219e-01,4.719642327332654874e-01,9.717223933282437276e-01
3.612485387209513066e-01,1.577222642801494601e-01,3.713884354079621808e-02,9.624606757738355389e-01,2.029858669522990322e-01,5.255758900033160597e-01
8.772778721382423761e-01,7.869592121530923912e-01,-7.596886750907546615e-01,2.013731106192756526e-01,4.681807704369175260e-01,-1.197814198942363656e-01
4.940360874142912251e-01,1.556669395407015433e+00,-4.822215462324085933e-01,4.660683821338127975e-01,1.410309653839468380e+00,8.020250288178258913e-01
-9.688731050866857819e-01,2.518550625404628818e+00,1.063144256537239984e+00,1.444810660430544957e-01,1.786947860931335397e+00,4.549087505650635244e-01
-1.751647795883773062e+00,2.293886691030595504e+00,1.821362339104846406e-01,-4.148219552553306655e-01,1.124995208479790954e+00,3.119503670026024800e-01
-2.837759248535281387e+00,1.903311775094331804e+00,-4.222799888979203997e-01,-1.112956875269267787e+00,9.669571548990345544e-01,8.136911178231384101e-01
-4.295772402514224986e+00,1.003078455784595757e+00,4.028617851113579507e-01,-1.611639979573489700e+00,7.885295961889222660e-01,1.702771586018485328e+00
-3.970711125370152139e+00,1.212827240948102236e+00,-4.453788396412734496e-01,-1.470402793690210652e+00,1.081544593664337306e+00,2.144054601235746649e+00
-3.740404809890779170e+00,9.225512844540491031e-01,1.014650978451698826e+00,-1.111832183328344881e+00,1.495071930576916230e+00,3.161596251122734902e+00
-3.457281280854939798e+00,-1.013336663249007508e+00,-1.187725438132887223e+00,-1.106302119508285164e+00,5.428233679459829597e-01,3.596189036875480749e+00
-1.742182792896044496e+00,-8.656467276021603263e-01,8.976728817580629238e-01,-1.145117928899671789e+00,1.387121804168224282e+00,3.479029589048897364e+00
-1.438651549297183418e+00,-9.795338718001509459e-01,2.998971425932281387e-01,-1.110907669781666884e+00,1.170984653664650516e-01,3.688247944354363650e+00
